Date,Open,High,Low,Close,Volume,Adj Close
2010-04-30,269.31,270.57,261.0,261.09,19373700,249.55
2010-05-03,263.84,267.88,262.88,266.35,16226500,254.58
2010-05-04,262.89,263.29,256.75,258.68,25850700,247.25
2010-05-05,253.03,258.14,248.73,255.99,31539400,244.68
2010-05-06,253.83,258.25,199.25,246.25,45923600,235.37
2010-05-07,243.71,246.57,225.21,235.86,59857800,225.44
2010-05-10,250.25,254.65,248.53,253.99,35153800,242.77
2010-05-11,251.84,259.89,250.5,256.52,30318100,245.19
2010-05-12,259.24,263.13,258.7,262.09,23370700,250.51
2010-05-13,263.22,265.0,256.4,258.36,21418300,246.94
2010-05-14,255.16,256.48,249.5,253.82,27120100,242.61
2010-05-17,254.7,256.18,247.71,254.22,27244100,242.99
2010-05-18,256.98,258.55,250.26,252.36,27952800,241.21
2010-05-19,249.5,252.92,244.85,248.34,36633100,237.37
2010-05-20,241.88,243.85,236.21,237.76,45818400,227.25
2010-05-21,232.82,244.5,231.35,242.32,43710400,231.61
2010-05-24,247.28,250.9,246.26,246.76,26937100,235.86
2010-05-25,239.35,246.76,237.16,245.22,37428800,234.39
2010-05-26,250.08,252.13,243.75,244.11,30380500,233.32
2010-05-27,250.6,253.89,249.11,253.35,23795800,242.16
2010-05-28,259.39,259.4,253.35,256.88,29129100,245.53
2010-06-01,259.69,265.94,258.96,260.83,31302600,249.31
2010-06-02,264.54,264.8,260.33,263.95,24591000,252.29
2010-06-03,265.18,265.55,260.41,263.12,23218100,251.49
2010-06-04,258.21,261.9,254.63,255.96,27082300,244.65
2010-06-07,258.29,259.15,250.55,250.94,31676500,239.85
2010-06-08,253.24,253.8,245.65,249.33,35741800,238.31
2010-06-09,251.47,251.9,242.49,243.2,30522500,232.45
2010-06-10,244.84,250.98,242.2,250.51,27727000,239.44
2010-06-11,248.23,253.86,247.37,253.51,19491400,242.31
2010-06-14,255.96,259.15,254.01,254.28,21534300,243.04
2010-06-15,255.64,259.85,255.5,259.69,20895500,248.22
2010-06-16,261.1,267.75,260.63,267.25,27988500,255.44
2010-06-17,270.6,272.9,269.5,271.87,31173400,259.86
2010-06-18,272.25,275.0,271.42,274.07,28022200,261.96
2010-06-21,277.69,279.01,268.73,270.17,27731800,258.23
2010-06-22,272.16,275.97,271.5,273.85,25616500,261.75
2010-06-23,274.58,274.66,267.9,270.97,27444900,259.0
2010-06-24,271.0,273.2,268.1,269.0,25509900,257.11
2010-06-25,270.06,270.27,265.81,266.7,19640800,254.92
2010-06-28,266.93,269.75,264.52,268.3,20891000,256.45
2010-06-29,264.12,264.39,254.3,256.17,40476600,244.85
2010-06-30,256.71,257.97,250.01,251.53,26409000,240.42
2010-07-01,254.3,254.8,243.22,248.48,36532000,237.5
2010-07-02,250.49,250.93,243.2,246.94,24780100,236.03
2010-07-06,251.0,252.8,246.16,248.63,21972700,237.64
2010-07-07,250.49,258.77,249.75,258.67,23377000,247.24
2010-07-08,262.48,262.9,254.89,258.09,26362300,246.69
2010-07-09,256.89,259.9,255.16,259.62,15475800,248.15
2010-07-12,258.53,261.85,254.86,257.29,20102800,245.92
2010-07-13,256.32,256.4,246.43,251.8,42533000,240.67
2010-07-14,249.38,255.8,249.0,252.73,29001700,241.56
2010-07-15,248.23,256.97,247.3,251.45,29459500,240.34
2010-07-16,253.18,254.97,248.41,249.9,37137800,238.86
2010-07-19,249.88,249.88,239.6,245.58,36588500,234.73
2010-07-20,242.9,252.9,240.01,251.89,38391100,240.76
2010-07-21,265.09,265.15,254.0,254.24,42345400,243.01
2010-07-22,257.68,260.0,255.31,259.02,23047100,247.58
2010-07-23,257.09,260.38,256.28,259.94,19049600,248.45
2010-07-26,260.0,260.1,257.71,259.28,15019700,247.82
2010-07-27,260.87,264.8,260.3,264.08,20884700,252.41
2010-07-28,263.67,265.99,260.25,260.96,18570900,249.43
2010-07-29,260.71,262.65,256.1,258.11,22993100,246.71
2010-07-30,255.89,259.7,254.9,257.25,16007500,245.88
2010-08-02,260.44,262.59,259.62,261.85,15287700,250.28
2010-08-03,261.01,263.26,259.42,261.93,14916200,250.36
2010-08-04,262.84,264.28,260.31,262.98,15013400,251.36
2010-08-05,261.73,263.18,260.55,261.7,10324900,250.14
2010-08-06,259.78,261.49,257.63,260.09,15889200,248.6
2010-08-09,261.48,262.15,259.57,261.75,10826000,250.18
2010-08-10,259.85,260.45,257.55,259.41,16140000,247.95
2010-08-11,255.4,255.69,249.81,250.19,22144800,239.14
2010-08-12,246.69,253.1,246.12,251.79,19104300,240.66
2010-08-13,251.65,251.88,249.09,249.1,12673900,238.09
2010-08-16,247.58,250.01,246.62,247.64,11372500,236.7
2010-08-17,250.08,254.63,249.2,251.97,15094300,240.84
2010-08-18,252.36,254.67,251.58,253.07,12132000,241.89
2010-08-19,252.84,253.48,248.68,249.88,15239500,238.84
2010-08-20,249.39,253.92,249.0,249.64,13722500,238.61
2010-08-23,251.79,252.0,245.25,245.8,14787200,234.94
2010-08-24,242.67,243.0,238.65,239.93,21520200,229.33
2010-08-25,238.04,243.99,237.2,242.89,21316700,232.16
2010-08-26,245.45,245.75,240.28,240.28,16660900,229.66
2010-08-27,241.75,242.61,235.56,241.62,19585400,230.94
2010-08-30,240.76,245.75,240.68,242.5,13688900,231.79
2010-08-31,241.85,244.56,240.35,243.1,15028100,232.36
2010-09-01,247.47,251.46,246.28,250.33,24894200,239.27
2010-09-02,251.26,252.17,248.57,252.17,14836700,241.03
2010-09-03,255.09,258.78,254.5,258.77,18599600,247.34
2010-09-07,256.64,259.53,256.25,257.81,12234200,246.42
2010-09-08,259.78,264.39,259.1,262.92,18805400,251.3
2010-09-09,265.04,266.52,262.92,263.07,15663400,251.45
2010-09-10,263.19,264.5,261.4,263.41,13840800,251.77
2010-09-13,265.82,268.28,265.76,267.04,13885000,255.24
2010-09-14,266.21,269.17,265.52,268.06,14576800,256.22
2010-09-15,268.17,270.38,267.84,270.22,15334600,258.28
2010-09-16,270.24,276.67,269.5,276.57,23289400,264.35
2010-09-17,277.69,277.96,273.68,275.37,22659900,263.2
2010-09-20,276.08,283.78,275.85,283.23,23524200,270.72
2010-09-21,283.86,287.35,282.79,283.77,23859800,271.23
2010-09-22,282.71,287.98,282.41,287.75,20903200,275.04
2010-09-23,286.33,292.76,286.0,288.92,28075600,276.15
2010-09-24,292.1,293.53,290.55,292.32,23196000,279.4
2010-09-27,293.98,294.73,291.01,291.16,17244100,278.3
2010-09-28,291.77,291.77,275.0,286.86,36965800,274.19
2010-09-29,287.23,289.81,286.0,287.37,16773000,274.67
2010-09-30,289.0,290.0,281.25,283.75,24049700,271.21
2010-10-01,286.15,286.58,281.35,282.52,16005100,270.04
2010-10-04,281.6,282.9,277.77,278.64,15546500,266.33
2010-10-05,282.0,289.45,281.82,288.94,17927400,276.17
2010-10-06,289.59,291.99,285.26,289.19,23959600,276.41
2010-10-07,290.34,290.48,286.91,289.22,14585700,276.44
2010-10-08,291.71,294.5,290.0,294.07,23514400,281.08
2010-10-11,294.74,297.24,294.6,295.36,15276900,282.31
2010-10-12,295.41,299.5,292.49,298.54,19948000,285.35
2010-10-13,300.2,301.96,299.8,300.14,22503300,286.88
2010-10-14,301.69,302.47,300.4,302.31,15546300,288.95
2010-10-15,307.44,315.0,304.91,314.74,32935500,300.83
2010-10-18,318.47,319.0,314.29,318.0,39036100,303.95
2010-10-19,303.4,313.77,300.02,309.49,44028000,295.82
2010-10-20,309.0,314.25,306.87,310.53,25772300,296.81
2010-10-21,312.36,314.74,306.8,309.52,19695000,295.84
2010-10-22,309.07,310.04,306.3,307.47,13313500,293.88
2010-10-25,309.09,311.6,308.44,308.84,14016500,295.19
2010-10-26,306.87,309.74,305.65,308.05,14033200,294.44
2010-10-27,307.65,309.9,305.6,307.83,14250100,294.23
2010-10-28,307.95,308.0,300.9,305.24,19680400,291.75
2010-10-29,304.23,305.88,300.87,300.98,15375400,287.68
2010-11-01,302.22,305.6,302.2,304.18,15138900,290.74
2010-11-02,307.0,310.19,307.0,309.36,15497500,295.69
2010-11-03,311.37,312.88,308.53,312.8,18155300,298.98
2010-11-04,315.45,320.18,315.03,318.27,22946000,304.21
2010-11-05,317.99,319.57,316.75,317.13,12901900,303.12
2010-11-08,317.2,319.77,316.76,318.62,10062800,304.54
2010-11-09,321.05,321.3,314.5,316.08,13698000,302.11
2010-11-10,316.64,318.77,313.55,318.03,13722400,303.98
2010-11-11,315.0,318.4,314.25,316.65,12903000,302.66
2010-11-12,316.0,316.5,303.63,308.03,28423100,294.42
2010-11-15,308.46,310.54,306.27,307.04,14414500,293.47
2010-11-16,305.72,307.6,299.32,301.59,23487500,288.26
2010-11-17,301.2,303.99,297.76,300.5,17123200,287.22
2010-11-18,305.2,309.67,304.69,308.43,17660400,294.8
2010-11-19,307.97,308.4,305.24,306.73,13744400,293.18
2010-11-22,306.68,313.36,305.87,313.36,14038400,299.51
2010-11-23,310.45,311.75,306.56,308.73,18551700,295.09
2010-11-24,312.0,315.4,311.75,314.8,14775900,300.89
2010-11-26,313.74,317.7,312.94,315.0,8485200,301.08
2010-11-29,315.5,317.48,311.38,316.87,15920900,302.87
2010-11-30,313.54,314.36,310.87,311.15,17923500,297.4
2010-12-01,315.27,317.75,315.0,316.4,16491100,302.42
2010-12-02,317.53,319.0,314.89,318.15,16529900,304.09
2010-12-03,317.01,318.65,316.34,317.44,12217600,303.41
2010-12-06,318.64,322.33,318.42,320.15,16017200,306.0
2010-12-07,323.8,323.99,318.12,318.21,13980500,304.15
2010-12-08,319.63,321.02,317.11,321.01,11497700,306.83
2010-12-09,322.13,322.5,319.02,319.76,10505400,305.63
2010-12-10,319.65,321.05,318.6,320.56,9375400,306.4
2010-12-13,324.37,325.06,321.0,321.67,15707700,307.46
2010-12-14,321.73,322.54,319.0,320.29,12536000,306.14
2010-12-15,320.0,323.0,319.19,320.36,14904000,306.21
2010-12-16,321.09,322.61,320.1,321.25,11501100,307.06
2010-12-17,321.63,321.79,320.23,320.61,13818900,306.44
2010-12-20,321.6,323.25,318.23,322.21,13771800,307.97
2010-12-21,323.0,324.39,322.05,324.2,9155500,309.88
2010-12-22,324.36,325.72,323.55,325.16,9497200,310.79
2010-12-23,325.0,325.15,323.17,323.6,7969900,309.3
2010-12-27,322.85,325.44,321.52,324.68,8922000,310.33
2010-12-28,325.91,326.66,325.06,325.47,6283000,311.09
2010-12-29,326.22,326.45,325.1,325.29,5826400,310.92
2010-12-30,325.48,325.51,323.05,323.66,5624800,309.36
2010-12-31,322.95,323.48,321.31,322.56,6911000,308.31
2011-01-03,325.64,330.26,324.84,329.57,15897800,315.01
2011-01-04,332.44,332.5,328.15,331.29,11038600,316.65
2011-01-05,329.55,334.34,329.5,334.0,9125700,319.24
2011-01-06,334.72,335.25,332.9,333.73,10729600,318.98
2011-01-07,333.99,336.35,331.9,336.12,11140400,321.27
2011-01-10,338.83,343.23,337.17,342.45,16020000,327.32
2011-01-11,344.88,344.96,339.47,341.64,15861000,326.54
2011-01-12,343.25,344.43,342.0,344.42,10806800,329.2
2011-01-13,345.16,346.64,343.85,345.68,10599300,330.41
2011-01-14,345.89,348.48,344.44,348.48,11030000,333.08
2011-01-18,329.52,344.76,326.0,340.65,67178500,325.6
2011-01-19,348.35,348.6,336.88,338.84,40557600,323.87
2011-01-20,336.43,338.3,330.12,332.68,27313900,317.98
2011-01-21,333.77,334.88,326.63,326.72,26942900,312.28
2011-01-24,326.87,337.45,326.72,337.45,20524400,322.54
2011-01-25,336.33,341.44,334.57,341.4,19531000,326.32
2011-01-26,342.96,345.6,341.5,343.85,18102700,328.66
2011-01-27,343.78,344.69,342.83,343.21,10179500,328.05
2011-01-28,344.17,344.4,333.53,336.1,21144900,321.25
2011-01-31,335.8,340.04,334.3,339.32,13473100,324.33
2011-02-01,341.3,345.65,340.98,345.03,15236900,329.79
2011-02-02,344.45,345.25,343.55,344.32,9248400,329.11
2011-02-03,343.8,344.24,338.55,343.44,14064200,328.27
2011-02-04,343.64,346.7,343.51,346.5,11494300,331.19
2011-02-07,347.89,353.25,347.64,351.88,17322200,336.33
2011-02-08,353.68,355.52,352.15,355.2,13608600,339.51
2011-02-09,355.19,359.0,354.87,358.16,17240900,342.34
2011-02-10,357.39,360.0,348.0,354.54,33162500,338.87
2011-02-11,354.75,357.8,353.54,356.85,13127600,341.08
2011-02-14,356.79,359.48,356.71,359.18,11086300,343.31
2011-02-15,359.19,359.97,357.55,359.9,10149100,344.0
2011-02-16,360.8,364.9,360.5,363.13,17184200,347.09
2011-02-17,357.25,360.27,356.52,358.3,18949400,342.47
2011-02-18,358.71,359.5,349.52,350.56,29144900,335.07
2011-02-22,342.15,345.4,337.72,338.61,31162700,323.65
2011-02-23,338.77,344.64,338.61,342.62,23994800,327.48
2011-02-24,344.02,345.15,338.37,342.88,17853600,327.73
2011-02-25,345.26,348.43,344.8,348.16,13572100,332.78
2011-02-28,351.24,355.05,351.12,353.21,14395500,337.6
2011-03-01,355.47,355.72,347.68,349.31,16290600,333.88
2011-03-02,349.96,354.35,348.4,352.12,21521100,336.56
2011-03-03,357.19,359.79,355.92,359.56,17885300,343.67
2011-03-04,360.07,360.29,357.75,360.0,16188100,344.09
2011-03-07,361.4,361.67,351.31,355.36,19504400,339.66
2011-03-08,354.91,357.4,352.25,355.76,12725600,340.04
2011-03-09,354.69,354.76,350.6,352.47,16189500,336.9
2011-03-10,349.12,349.77,344.9,346.67,18126400,331.35
2011-03-11,345.33,352.32,345.0,351.99,16824300,336.44
2011-03-14,353.18,356.48,351.31,353.56,15569900,337.94
2011-03-15,342.1,347.84,340.1,345.43,25752900,330.17
2011-03-16,342.0,343.0,326.26,330.01,41500400,315.43
2011-03-17,336.83,339.61,330.66,334.64,23550800,319.85
2011-03-18,337.13,338.2,330.0,330.67,26900500,316.06
2011-03-21,335.99,339.74,335.26,339.3,14621500,324.31
2011-03-22,342.56,342.62,339.14,341.2,11640100,326.12
2011-03-23,339.28,340.22,335.95,339.19,13321300,324.2
2011-03-24,341.85,346.0,338.86,344.97,14454000,329.73
2011-03-25,348.07,352.06,347.02,351.54,16032500,336.01
2011-03-28,353.15,354.32,350.44,350.44,11048400,334.96
2011-03-29,347.66,350.96,346.06,350.96,12603600,335.45
2011-03-30,350.64,350.88,347.44,348.63,11764500,333.23
2011-03-31,346.36,349.8,346.06,348.51,9786400,333.11
2011-04-01,351.11,351.59,343.3,344.56,14952200,329.34
2011-04-04,344.31,344.6,338.4,341.19,16431600,326.11
2011-04-05,336.99,342.25,336.0,338.89,17240400,323.92
2011-04-06,341.22,343.9,337.14,338.04,14376400,323.1
2011-04-07,338.1,340.43,336.03,338.08,13337400,323.14
2011-04-08,339.92,340.15,333.95,335.06,13483400,320.26
2011-04-11,334.06,335.67,330.02,330.8,14248100,316.18
2011-04-12,330.49,333.73,330.2,332.4,15201400,317.71
2011-04-13,335.02,336.14,332.52,336.13,12365000,321.28
2011-04-14,334.8,336.0,332.06,332.42,10778600,317.73
2011-04-15,333.3,333.64,326.8,327.46,16200200,312.99
2011-04-18,326.1,332.23,320.16,331.85,21782100,317.19
2011-04-19,333.1,337.98,331.71,337.86,14977800,322.93
2011-04-20,343.51,345.75,341.5,342.41,25023800,327.28
2011-04-21,355.0,355.13,348.52,350.7,26921800,335.2
2011-04-25,350.34,353.75,350.3,353.01,9519500,337.41
2011-04-26,353.62,354.99,349.35,350.42,12100000,334.94
2011-04-27,352.24,352.35,347.1,350.15,12721900,334.68
2011-04-28,346.19,349.75,345.52,346.75,12891400,331.43
2011-04-29,346.78,353.95,346.67,350.13,35940900,334.66
2011-05-02,349.74,350.47,345.5,346.28,15811200,330.98
2011-05-03,347.99,349.89,345.62,348.2,11191000,332.82
2011-05-04,348.26,351.83,346.88,349.57,13901800,334.12
2011-05-05,348.4,350.95,346.05,346.75,11998900,331.43
2011-05-06,349.69,350.0,346.21,346.66,10004800,331.34
2011-05-09,347.86,349.2,346.53,347.6,7312400,332.24
2011-05-10,348.89,349.69,346.66,349.45,10074700,334.01
2011-05-11,349.02,350.0,345.24,347.23,12000000,331.89
2011-05-12,346.12,347.12,342.27,346.57,11500000,331.26
2011-05-13,345.66,346.25,340.35,340.5,11647000,325.46
2011-05-16,339.2,341.22,332.6,333.3,16063400,318.57
2011-05-17,332.0,336.14,330.73,336.14,16154800,321.29
2011-05-18,336.47,341.05,336.0,339.87,11956300,324.85
2011-05-19,342.08,342.41,338.67,340.53,9327500,325.48
2011-05-20,339.56,340.95,335.02,335.22,12070300,320.41
2011-05-23,329.97,335.98,329.42,334.4,13700000,319.62
2011-05-24,335.5,335.9,331.34,332.19,11497400,317.51
2011-05-25,333.43,338.56,332.85,336.78,10508000,321.9
2011-05-26,335.97,336.89,334.43,335.0,7948600,320.2
2011-05-27,334.8,337.63,334.31,337.41,7271400,322.5
2011-05-31,341.1,347.83,341.0,347.83,14919800,332.46
2011-06-01,348.87,352.13,344.65,345.51,19810100,330.24
2011-06-02,346.5,347.98,344.3,346.1,12099400,330.81
2011-06-03,343.18,345.33,342.01,343.44,11187500,328.27
2011-06-06,345.7,347.05,337.81,338.04,16497900,323.1
2011-06-07,338.17,338.22,331.9,332.04,18920900,317.37
2011-06-08,331.78,334.8,330.65,332.24,11918700,317.56
2011-06-09,333.25,333.67,330.75,331.49,9824600,316.84
2011-06-10,330.55,331.66,325.51,325.9,15498400,311.5
2011-06-13,327.2,328.31,325.07,326.6,11766900,312.17
2011-06-14,330.0,333.25,329.31,332.44,11948900,317.75
2011-06-15,329.75,330.3,324.88,326.75,14257000,312.31
2011-06-16,326.9,328.68,318.33,325.16,18235400,310.79
2011-06-17,328.99,329.25,319.36,320.26,21965000,306.11
2011-06-20,317.36,317.7,310.5,315.32,22880200,301.39
2011-06-21,316.68,325.8,315.2,325.3,17620800,310.93
2011-06-22,325.16,328.9,322.38,322.61,13949400,308.36
2011-06-23,318.94,331.69,318.12,331.23,19991400,316.59
2011-06-24,331.37,333.15,325.09,326.35,15707400,311.93
2011-06-27,327.59,333.9,327.25,332.04,12136200,317.37
2011-06-28,333.65,336.7,333.44,335.26,10510700,320.45
2011-06-29,336.04,336.37,331.88,334.04,12590900,319.28
2011-06-30,334.7,336.13,332.84,335.67,11534100,320.84
2011-07-01,335.95,343.5,334.2,343.26,15546900,328.09
2011-07-05,343.0,349.83,342.5,349.43,12680500,333.99
2011-07-06,348.95,354.1,346.71,351.76,15879500,336.22
2011-07-07,354.67,358.0,354.0,357.2,14273700,341.42
2011-07-08,353.34,360.0,352.2,359.71,17486900,343.82
2011-07-11,356.34,359.77,352.82,354.0,15809800,338.36
2011-07-12,353.53,357.68,348.62,353.75,16128900,338.12
2011-07-13,358.33,360.0,356.38,358.02,13987100,342.2
2011-07-14,361.01,361.61,356.34,357.77,15376200,341.96
2011-07-15,361.17,365.0,359.17,364.92,17302400,348.8
2011-07-18,365.43,374.65,365.28,373.8,20451900,357.28
2011-07-19,378.0,378.65,373.32,376.85,29255200,360.2
2011-07-20,396.12,396.27,386.0,386.9,33619300,369.81
2011-07-21,386.95,390.06,383.9,387.29,18804800,370.18
2011-07-22,388.32,395.05,387.75,393.3,18454600,375.92
2011-07-25,390.35,400.0,389.62,398.5,21064500,380.89
2011-07-26,400.0,404.5,399.68,403.41,17020800,385.59
2011-07-27,400.59,402.64,392.15,392.59,23547300,375.24
2011-07-28,391.62,396.99,388.13,391.82,21215500,374.51
2011-07-29,387.64,395.15,384.0,390.48,22592300,373.23
2011-08-01,397.78,399.5,392.37,396.75,21887000,379.22
2011-08-02,397.65,397.9,388.35,388.91,22840700,371.73
2011-08-03,390.98,393.55,382.24,392.57,26161000,375.22
2011-08-04,389.41,391.32,377.35,377.37,31121700,360.7
2011-08-05,380.44,383.5,362.57,373.62,43021100,357.11
2011-08-08,361.69,367.77,353.02,353.21,40851200,337.6
2011-08-09,361.3,374.61,355.0,374.01,38663700,357.48
2011-08-10,371.15,374.65,362.5,363.69,31380600,347.62
2011-08-11,370.52,375.45,364.72,373.7,26498900,357.19
2011-08-12,378.07,379.64,374.23,376.99,18892000,360.33
2011-08-15,379.63,384.97,378.09,383.41,16448000,366.47
2011-08-16,381.52,383.37,376.06,380.48,17812500,363.67
2011-08-17,382.31,384.52,378.0,380.44,15787900,363.63
2011-08-18,370.84,372.65,361.37,366.05,30408400,349.88
2011-08-19,362.17,367.0,356.0,356.03,27710300,340.3
2011-08-22,364.51,364.88,355.09,356.44,19118400,340.69
2011-08-23,360.3,373.64,357.0,373.6,23458400,357.09
2011-08-24,373.47,378.96,370.6,376.18,22366700,359.56
2011-08-25,365.08,375.45,365.0,373.72,31119500,357.21
2011-08-26,371.17,383.8,370.8,383.58,22909900,366.63
2011-08-29,388.18,391.5,388.0,389.97,14473900,372.74
2011-08-30,388.25,391.84,386.21,389.99,14925800,372.76
2011-08-31,390.57,392.08,381.86,384.83,18663800,367.83
2011-09-01,385.82,387.34,380.72,381.03,12275900,364.19
2011-09-02,374.74,378.0,371.83,374.05,15676400,357.52
2011-09-06,367.37,380.33,366.48,379.74,18203500,362.96
2011-09-07,385.56,385.6,382.0,383.93,12520600,366.97
2011-09-08,382.4,388.61,382.31,384.14,14862800,367.17
2011-09-09,383.93,386.0,375.02,377.48,20171900,360.8
2011-09-12,373.0,380.88,371.9,379.94,16708300,363.15
2011-09-13,382.14,386.21,380.25,384.62,15734300,367.63
2011-09-14,387.02,392.21,385.76,389.3,19097300,372.1
2011-09-15,391.43,393.66,389.9,392.96,14922100,375.6
2011-09-16,395.54,400.5,395.03,400.5,24946900,382.8
2011-09-19,397.0,413.23,395.2,411.63,29423600,393.44
2011-09-20,415.25,422.86,411.19,413.45,27705500,395.18
2011-09-21,419.64,421.59,412.0,412.14,21642000,393.93
2011-09-22,401.03,409.82,396.7,401.82,34588600,384.07
2011-09-23,400.28,406.74,399.85,404.3,19509900,386.44
2011-09-26,399.86,403.98,391.3,403.17,29031300,385.36
2011-09-27,408.73,409.25,398.06,399.26,22589200,381.62
2011-09-28,400.19,403.74,396.51,397.01,15344200,379.47
2011-09-29,401.92,402.21,386.21,390.57,23253100,373.31
2011-09-30,387.12,388.89,381.18,381.32,19558600,364.47
2011-10-03,380.37,382.64,373.17,374.6,23896400,358.05
2011-10-04,374.57,381.8,354.24,372.5,44059900,356.04
2011-10-05,367.86,379.82,360.3,378.25,28088200,361.54
2011-10-06,373.33,384.78,371.8,377.37,29020800,360.7
2011-10-07,375.78,377.74,368.49,369.8,19123500,353.46
2011-10-10,379.09,388.81,378.21,388.81,15804100,371.63
2011-10-11,392.57,403.18,391.5,400.29,21631700,382.6
2011-10-12,407.34,409.25,400.14,402.19,22224500,384.42
2011-10-13,404.98,408.43,402.85,408.43,15220900,390.38
2011-10-14,416.83,422.0,415.27,422.0,20477400,403.35
2011-10-17,421.74,426.7,415.94,419.99,24501600,401.43
2011-10-18,421.76,424.81,415.99,422.24,31485800,403.58
2011-10-19,401.35,408.42,397.8,398.62,39430700,381.01
2011-10-20,400.0,400.35,394.21,395.31,19616800,377.84
2011-10-21,398.1,399.14,390.75,392.87,22187300,375.51
2011-10-24,396.18,406.5,395.4,405.77,17933500,387.84
2011-10-25,405.03,406.55,397.38,397.77,15372400,380.19
2011-10-26,401.76,402.55,393.15,400.6,16296600,382.9
2011-10-27,407.56,409.0,401.89,404.69,17666600,386.81
2011-10-28,403.0,406.35,402.51,404.95,11530100,387.06
2011-10-31,402.42,409.33,401.05,404.78,13767900,386.9
2011-11-01,397.41,399.5,393.22,396.51,18992500,378.99
2011-11-02,400.09,400.44,395.11,397.41,11691100,379.85
2011-11-03,399.07,403.4,395.36,403.07,15763800,385.26
2011-11-04,402.03,403.44,399.16,400.24,10793900,382.56
2011-11-07,399.91,400.0,396.13,399.73,9652700,382.07
2011-11-08,402.21,408.0,401.56,406.23,14301500,388.28
2011-11-09,396.97,400.89,394.23,395.28,19953000,377.81
2011-11-10,397.03,397.21,382.15,385.22,26598300,368.2
2011-11-11,386.61,388.7,380.26,384.62,23349500,367.63
2011-11-14,383.52,385.25,378.2,379.26,15460900,362.5
2011-11-15,380.8,389.5,379.45,388.83,15386100,371.65
2011-11-16,389.25,391.14,384.32,384.77,12471800,367.77
2011-11-17,383.98,384.58,375.5,377.41,17139300,360.73
2011-11-18,378.92,379.99,374.88,374.94,13283500,358.37
2011-11-21,370.4,371.68,365.91,369.01,15999300,352.71
2011-11-22,371.02,377.93,370.94,376.51,14607900,359.87
2011-11-23,374.51,375.84,366.88,366.99,15295400,350.77
2011-11-25,368.42,371.15,363.32,363.57,9098600,347.51
2011-11-28,372.35,376.72,370.33,376.12,12371900,359.5
2011-11-29,375.84,378.83,370.2,373.2,13423400,356.71
2011-11-30,381.29,382.28,378.3,382.2,14497800,365.31
2011-12-01,382.54,389.0,380.75,387.93,13827900,370.79
2011-12-02,389.83,393.63,388.58,389.7,13537700,372.48
2011-12-05,393.49,396.41,390.39,393.01,12757500,375.65
2011-12-06,392.51,394.63,389.38,390.95,10128500,373.68
2011-12-07,389.93,390.94,386.76,389.09,10883800,371.9
2011-12-08,391.45,395.5,390.23,390.66,13441300,373.4
2011-12-09,392.85,394.04,391.03,393.62,10606900,376.23
2011-12-12,391.68,393.9,389.45,391.84,10752400,374.53
2011-12-13,393.0,395.4,387.1,388.81,12104600,371.63
2011-12-14,386.7,387.38,377.68,380.19,14531700,363.39
2011-12-15,383.33,383.74,378.31,378.94,9150000,362.2
2011-12-16,380.36,384.15,379.57,381.02,15052800,364.18
2011-12-19,382.47,384.85,380.48,382.21,8411800,365.32
2011-12-20,387.76,396.1,387.26,395.95,12043400,378.46
2011-12-21,396.69,397.3,392.01,396.45,9391000,378.93
2011-12-22,397.0,399.13,396.1,398.55,7227100,380.94
2011-12-23,399.69,403.59,399.49,403.33,9621400,385.51
2011-12-27,403.1,409.09,403.02,406.53,9467000,388.57
2011-12-28,406.89,408.25,401.34,402.64,8166500,384.85
2011-12-29,403.4,405.65,400.51,405.12,7713500,387.22
2011-12-30,403.51,406.28,403.49,405.0,6416500,387.11
